City Name,State,Population
ST MARIES,Idaho,25
ST MARIES,Idaho,85
FERNWOOD,Idaho,495
ST MARIES,Idaho,4038
SANDPOINT,Idaho,68
SAGLE,Idaho,30
HOPE,Idaho,180
SANDPOINT,Idaho,668
SANDPOINT,Idaho,64
SANDPOINT,Idaho,1261
PRIEST RIVER,Idaho,141
SAGLE,Idaho,126
PRIEST RIVER,Idaho,75
HAYDEN,Idaho,250
BONNERS FERRY,Idaho,3367
BONNERS FERRY,Idaho,28
BONNERS FERRY,Idaho,98
ATHOL,Idaho,971
COEUR D'ALENE,Idaho,633
KELLOGG,Idaho,95
WORLEY,Idaho,443
COEUR D ALENE,Idaho,54115
ATHOL,Idaho,115
PLUMMER,Idaho,456
HAYDEN,Idaho,9375
ATHOL,Idaho,3930
SPIRIT LAKE,Idaho,480
POST FALLS,Idaho,158
RATHDRUM,Idaho,150
COEUR D'ALENE,Idaho,66
POST FALLS,Idaho,500
RATHDRUM,Idaho,45
CATALDO,Idaho,300
PORT ORCHARD,Idaho,100
RATHDRUM,Idaho,50
COEUR D'ALENE,Idaho,843
RATHDRUM,Idaho,227
WORLEY,Idaho,591
POST FALLS,Idaho,100
ATHOL,Idaho,88
COEUR D'ALENE,Idaho,50
RATHDRUM,Idaho,88
ATHOL,Idaho,46
COEUR D'ALENE,Idaho,37
AVERY,Idaho,114
MURRAY,Idaho,35
KELLOGG,Idaho,6098
LENORE,Idaho,40
PIERCE,Idaho,467
OROFINO,Idaho,200
CLEARWATER,Idaho,80
FENN,Idaho,30
COTTONWOOD,Idaho,425
KAMIAH,Idaho,70
WHITE BIRD,Idaho,125
BOVILL,Idaho,256
GENESEE,Idaho,1044
HARVARD,Idaho,82
MOSCOW,Idaho,25
TROY,Idaho,850
POTLATCH,Idaho,52
KAMIAH,Idaho,1495
WINCHESTER,Idaho,400
LEWISTON,Idaho,846
LEWISTON,Idaho,60
LEWISTON,Idaho,110
NAMPA,Idaho,110
NAMPA,Idaho,30
NAMPA,Idaho,48
NOTUS,Idaho,75
CALDWELL,Idaho,109
CALDWELL,Idaho,300
MARSING,Idaho,95
MIDDLETON,Idaho,88
NOTUS,Idaho,100
NAMPA,Idaho,142
NAMPA,Idaho,42
CALDWELL,Idaho,90
CALDWELL,Idaho,100
NOTUS,Idaho,539
LOS ALTOS,Idaho,98
MIDDLETON,Idaho,70
BOISE,Idaho,85
CALDWELL,Idaho,140
NAMPA,Idaho,35
NAMPA,Idaho,57
CALDWELL,Idaho,48
NAMPA,Idaho,95
CALDWELL,Idaho,467
NAMPA,Idaho,155
CALDWELL,Idaho,245
CALDWELL,Idaho,88
NAMPA,Idaho,225
PARMA,Idaho,42
TWIN FALLS,Idaho,30
EMMETT,Idaho,40
EMMETT,Idaho,50
EMMETT,Idaho,50
PAYETTE,Idaho,55
GRAND VIEW,Idaho,352
MARSING,Idaho,1300
BRUNEAU,Idaho,295
FRUITLAND,Idaho,7135
FRUITLAND,Idaho,70
NEW PLYMOUTH,Idaho,1600
PARMA,Idaho,230
NOTUS,Idaho,98
PAYETTE,Idaho,50
CAMBRIDGE,Idaho,335
CAMBRIDGE,Idaho,45
WEISER,Idaho,5630
WEISER,Idaho,200
MERIDIAN,Idaho,36
WEISER,Idaho,100
BOISE,Idaho,100
BOISE,Idaho,9000
EAGLE,Idaho,100
BOISE,Idaho,300
BOISE,Idaho,430
KUNA,Idaho,49
MERIDIAN,Idaho,200
BOISE,Idaho,95
KUNA,Idaho,55
BOISE,Idaho,200
KUNA,Idaho,32038
BOISE,Idaho,70
BOISE,Idaho,30
HAILEY,Idaho,135
BOISE,Idaho,540
EAGLE,Idaho,70
KUNA,Idaho,3309
BOISE,Idaho,270
EAGLE,Idaho,100
"BOISE,",Idaho,74
KUNA,Idaho,2204
BOISE,Idaho,750
GARDEN VALLEY,Idaho,250
IDAHO CITY,Idaho,163
GARDEN VALLEY,Idaho,78
HORSESHOE BEND,Idaho,750
IDAHO CITY,Idaho,478
BOISE,Idaho,140
BOISE,Idaho,65
BOISE,Idaho,140
NAMPA,Idaho,40
NEW PLYMOUTH,Idaho,475
GARDEN VALLEY,Idaho,140
AURORA,Idaho,108
POCATELLO,Idaho,85
ATLANTA,Idaho,91
MOUNTAIN HOME,Idaho,50
BOISE,Idaho,243
MOUNTAIN HOME,Idaho,64
KING HILL,Idaho,87
PROVO,Idaho,175
NAMPA,Idaho,97
MOUNTAIN HOME,Idaho,90
MOUNTAIN HOME,Idaho,250
MOUNTAIN HOME AFB,Idaho,7500
MOUNTAIN HOME,Idaho,250
MOUNTAIN HOME,Idaho,75
DONNELLY,Idaho,237
MCCALL,Idaho,200
MCCALL,Idaho,4423
YELLOW PINE,Idaho,72
DONNELLY,Idaho,400
JEROME,Idaho,130
GANNETT,Idaho,60
ALBION,Idaho,325
TWIN FALLS,Idaho,35
BURLEY,Idaho,60
RICHLAND,Idaho,120
BURLEY,Idaho,35
HEYBURN,Idaho,384
GOODING,Idaho,60
EDEN,Idaho,75
BUHL,Idaho,4518
CASTLEFORD,Idaho,275
BUHL,Idaho,50
FILER,Idaho,2858
TWIN FALLS,Idaho,140
CASTLEFORD,Idaho,75
MURTAUGH,Idaho,130
TWIN FALLS,Idaho,56121
BUHL,Idaho,220
TWIN FALLS,Idaho,60
POCATELLO,Idaho,58
POCATELLO,Idaho,33
BLACKFOOT,Idaho,29
SHELLY,Idaho,100
AFTON,Idaho,225
GRACE,Idaho,90
DAYTON,Idaho,58
AMERICAN FALLS,Idaho,92
IDAHO FALLS,Idaho,43
IDAHO FALLS,Idaho,300
IDAHO FALLS,Idaho,65
IDAHO FALLS,Idaho,370
SHELLEY,Idaho,72
IDAHO FALLS,Idaho,40
IDAHO FALLS,Idaho,32
IDAHO FALLS,Idaho,50
IDAHO FALLS,Idaho,65
IDAHO FALLS,Idaho,83
IDAHO FALLS,Idaho,35
DUBOIS,Idaho,511
CHALLIS,Idaho,900
CHALLIS,Idaho,80
MACKAY,Idaho,566
CHALLIS,Idaho,125
ISLAND PARK,Idaho,305
NEWDALE,Idaho,340
REXBURG,Idaho,64
ST ANTHONY,Idaho,3606
ST ANTHONY,Idaho,280
RIRIE,Idaho,656
ROBERTS,Idaho,680
RIGBY,Idaho,125
SALMON,Idaho,3158
SALMON,Idaho,65
REXBURG,Idaho,300
AMMON,Idaho,45
DRIGGS,Idaho,58
DRIGGS,Idaho,1300
VICTOR,Idaho,2145
DRIGGS,Idaho,69
CAPRON,Illinois,1395
OHIO,Illinois,465
DIAMONDHEAD,Illinois,250
URBANA,Illinois,330
RANTOUL,Illinois,120
RANTOUL,Illinois,375
AVISTON,Illinois,2545
RICHTON PARK,Illinois,12500
HANOVER PARK,Illinois,37973
SHABBONA,Illinois,881
WATERMAN,Illinois,1506
CLINTON,Illinois,7128
CLINTON,Illinois,175
CLINTON,Illinois,374
WAYNESVILLE,Illinois,452
WELDON,Illinois,404
CHICAGO,Illinois,284
WHEATON,Illinois,93
BROCTON,Illinois,288
CHRISMAN,Illinois,1200
ALTAMONT,Illinois,2300
PEORIA,Illinois,2448
RIDGWAY,Illinois,874
MORRIS,Illinois,25
NAUVOO,Illinois,1200
GENESEO,Illinois,93
COLONA,Illinois,88
GENESEO,Illinois,235
GENESEO,Illinois,100
COLONA,Illinois,260
GENESEO,Illinois,500
ASHKUM,Illinois,724
WATSEKA,Illinois,5500
APPLE RIVER,Illinois,356
HOPKINS PARK,Illinois,579
MOMENCE,Illinois,73
VICTORIA,Illinois,268
KANKAKEE,Illinois,1762
ANTIOCH,Illinois,24
LAKE ZURICH,Illinois,78
SCHAUMBURG,Illinois,207
PERU,Illinois,515
TONICA,Illinois,800
LAWRENCVILLE,Illinois,920
COMPTON,Illinois,200
DIXON,Illinois,15433
STEWARD,Illinois,229
WEST BROOKLYN,Illinois,150
DWIGHT,Illinois,4400
ATLANTA,Illinois,1692
INDUSTRY,Illinois,540
MACOMB,Illinois,44
JOHNSBURG,Illinois,174
VOLO,Illinois,1785
CARLOCK,Illinois,550
LEXINGTON,Illinois,157
DANVERS,Illinois,1183
LEROY,Illinois,3498
MC LEAN,Illinois,791
BLOOMINGTON,Illinois,190
LINCOLN,Illinois,65
MAROA,Illinois,1700
ALHAMBRA,Illinois,1555
MASON CITY,Illinois,2558
METROPOLIS,Illinois,6290
MILAN,Illinois,98
BRIMFIELD,Illinois,78
PEORIA,Illinois,4584
CISCO,Illinois,242
WESTVILLE,Illinois,446
GOLCONDA,Illinois,672
EDDYVILLE,Illinois,5565
MCNABB,Illinois,310
PERU,Illinois,249
STANDARD,Illinois,203
SILVIS,Illinois,7800
SWANSEA,Illinois,628
HARRISBURG,Illinois,1793
ELDORADO,Illinois,3921
BLUFFS,Illinois,748
FINDLAY,Illinois,800
HERRICK,Illinois,358
PEARL CITY,Illinois,790
BLUE ISLAND,Illinois,248
VERNON HILLS,Illinois,65
ALVIN,Illinois,270
ROSSVILLE,Illinois,1331
EAST LYNN,Illinois,112
MANHATTAN,Illinois,10340
MONEE,Illinois,5148
SECOR,Illinois,400
GOODFIELD,Illinois,986
NEWTON,Illinois,106
JOHNSBURG,Illinois,170
MONROE CENTER,Illinois,380
WOODSTOCK,Illinois,600
NEW LENOX,Illinois,227
JOLIET,Illinois,300
ROYAL,Illinois,67
DELAND,Illinois,280
EARLVILLE,Illinois,250
EAST PEORIA,Illinois,240
GENESEO,Illinois,200
WAUKEGAN,Illinois,25
ANTIOCH,Illinois,300
EDWARDS,Illinois,25
LEMONT,Illinois,500
RED BUD,Illinois,80
CRETE,Illinois,220
NAPERVILLE,Illinois,116
GODLEY,Illinois,25
BEACH PARK,Illinois,350
LONG GROVE,Illinois,1200
NEWARK,Illinois,150
YORKVILLE,Illinois,140
WHITE PLAINS,Illinois,500
MORRIS,Illinois,50
GALESBURG,Illinois,560
MORRIS,Illinois,600
MONMOUTH,Illinois,480
LOCKPORT,Illinois,160
WARRENVILLE,Illinois,40
NAPERVILLE,Illinois,100
GRAND CHAIN,Illinois,170
SOUTH BELOIT,Illinois,151
ROCKFORD,Illinois,25
ROCKFORD,Illinois,25
SHIRLAND,Illinois,200
ROSCOE,Illinois,52
PEORIA,Illinois,535
WOODSTOCK,Illinois,200
STANFORD,Illinois,918
MILFORD,Illinois,94
MORRIS,Illinois,100
ST CHARLES,Illinois,40
KANEVILLE,Illinois,69
SUGAR GROVE,Illinois,2000
DEKLAB,Illinois,400
BOURBONNAIS,Illinois,200
KANKAKEE,Illinois,400
JOLIET,Illinois,200
VARNA,Illinois,410
MONTGOMERY,Illinois,75
BEECHER,Illinois,75
NEW LENOX,Illinois,50
LAKE BLUFF,Illinois,200
LEMONT,Illinois,340
POPLAR GROVE,Illinois,230
LA SALLE,Illinois,120
OTTAWA,Illinois,250
ROSCOE,Illinois,140
ROCKFORD,Illinois,100
SERENA,Illinois,555
OTTAWA,Illinois,100
MARSEILLES,Illinois,150
ANTIOCH,Illinois,450
WAUKEGAN,Illinois,115
RIVERWOODS,Illinois,65
ROCK FALLS,Illinois,80
LAFOX,Illinois,150
OTTAWA,Illinois,155
WOODSTOCK,Illinois,40
MANHATTAN,Illinois,150
CHANNAHON,Illinois,200
MORRIS,Illinois,120
CLINTON,Illinois,515
TAYLOR RIDGE,Illinois,136
TAYLOR RIDGE,Illinois,162
PEORIA,Illinois,40
MOSSVILLE,Illinois,3000
PORT BYRON,Illinois,1340
DIXON,Illinois,500
GRANVILLE,Illinois,200
STERLING,Illinois,25
MCHENRY,Illinois,300
MARENGO,Illinois,80
LONG GROVE,Illinois,373
WOODSTOCK,Illinois,200
WAUKEGAN,Illinois,50
ITASCA,Illinois,25
CHICAGO,Illinois,210
CRYSTAL LAKE,Illinois,100
SOUTH BELOIT,Illinois,100
ROCKFORD,Illinois,325
PLANO,Illinois,300
Peoria,Illinois,250
JOLIET,Illinois,40
ROCHELLE,Illinois,50
KEWANEE,Illinois,45
MUNDELEIN,Illinois,800
LE ROY,Illinois,150
PEORIA,Illinois,100
MORRIS,Illinois,50
FRANKFORT,Illinois,300
OAK BROOK,Illinois,650
DOWNS,Illinois,70
MANHATTAN,Illinois,134
HANOVER,Illinois,30
JOLIET,Illinois,50
BLOOMINGTON,Illinois,475
CAROL STREAM,Illinois,60
PRINCETON,Illinois,25
GLEN ELLYN,Illinois,80
LOCKPORT,Illinois,90
Peoria,Illinois,44
LEMONT,Illinois,200
WEST CHICAGO,Illinois,40
CREST HILL,Illinois,700
SEWARD,Illinois,100
PRINCETON,Illinois,30
WAUKEGAN,Illinois,50
ELLSWORTH,Illinois,50
ELMHURST,Illinois,104
ROCKFORD,Illinois,110
JOLIET,Illinois,80
BELVIDERE,Illinois,100
DOWNS,Illinois,25
LEMONT,Illinois,25
PLAINFIELD,Illinois,80
YORKVILLE,Illinois,25
MORRIS,Illinois,25
MORRIS,Illinois,75
MORRIS,Illinois,75
LENA,Illinois,150
LEMONT,Illinois,25
CONGERVILE,Illinois,150
HUDSON,Illinois,85
PEARL CITY,Illinois,25
JOLIET,Illinois,50
DIXON,Illinois,60
QUINCY,Illinois,26
UTICA,Illinois,25
SOUTH BARRINGTON,Illinois,736
LEMONT,Illinois,57
West Chicago,Illinois,50
PLAINFIELD,Illinois,100
DIXON,Illinois,90
OTTAWA,Illinois,25
MONTGOMERY,Illinois,100
FRANKFORT,Illinois,74
FREEPORT,Illinois,133
NOW LENOX,Illinois,25
MONROEVILLE,Indiana,79
FORT WAYNE,Indiana,222
HOAGLAND,Indiana,157
FORT WAYNE,Indiana,416
AUBURN,Indiana,1168
THORNTOWN,Indiana,876
NASHVILLE,Indiana,2836
ROYAL CENTER,Indiana,26
FRANKFORT,Indiana,75
FRANKFORT,Indiana,61
BUTLER,Indiana,87
BUTLER,Indiana,135
BUTLER,Indiana,60
MUNCIE,Indiana,328
GASTON,Indiana,327
GOSHEN,Indiana,229
NAPPANEE,Indiana,2545
ELKHART,Indiana,30
GOSHEN,Indiana,200
MISHAWAKA,Indiana,120
GOSHEN,Indiana,100
NEW PARIS,Indiana,100
GOSHEN,Indiana,130
MIDDLEBURY,Indiana,50
MIDDLEBURY,Indiana,285
MIDDLEBURY,Indiana,160
GOSHEN,Indiana,580
NEW PARIS,Indiana,79
NEW PARIS,Indiana,80
MIDDLEBURY,Indiana,220
ELKHART,Indiana,47
ELKHART,Indiana,100
ELKHART,Indiana,70
OSCEOLA,Indiana,125
MIDDLEBURY,Indiana,241
NEW PARIS,Indiana,50
ELKHART,Indiana,150
ELKHART,Indiana,33
ELKHART,Indiana,56
ELKHART,Indiana,119
VEEDERSBURG,Indiana,1400
AKRON,Indiana,35
MENTONE,Indiana,40
LANSING,Indiana,100
FAIRMOUNT,Indiana,630
MARION,Indiana,60
MARION,Indiana,90
NOBLESVILLE,Indiana,77
CARMEL,Indiana,390
NEW PALESTINE,Indiana,50
NEW CASTLE,Indiana,733
KOKOMO,Indiana,82
RUSSIAVILLE,Indiana,3010
WHEATFIELD,Indiana,231
BRYANT,Indiana,300
PORTLAND,Indiana,294
PORTLAND,Indiana,35
DUNKIRK,Indiana,75
WHITELAND,Indiana,707
EDINBURGH,Indiana,165
KNOXVILLE,Indiana,1585
WARSAW,Indiana,40
SYRACUSE,Indiana,75
WARSAW,Indiana,508
WARSAW,Indiana,88
WARSAW,Indiana,61
WARSAW,Indiana,124
COLUMBIA CITY,Indiana,28
WARSAW,Indiana,106
NAPPANEE,Indiana,127
SILVER LAKE,Indiana,85
WINONA LAKE,Indiana,103
WARSAW,Indiana,445
SHIPSHEWANA,Indiana,53
TOPEKA,Indiana,95
NEW PARIS,Indiana,491
SOUTH MILFORD,Indiana,46
GOSHEN,Indiana,170
MIDDLEBURY,Indiana,660
LAGRANGE,Indiana,25
LAGRANGE,Indiana,1583
NEW PARIS,Indiana,56
TOPEKA,Indiana,411
NEW PARIS,Indiana,84
CROWN POINT,Indiana,546
LOWELL,Indiana,540
KNOXVILLE,Indiana,1450
KNOXVILLE,Indiana,2435
LAPORTE,Indiana,285
LAPORTE,Indiana,90
ROLLING PRAIRIE,Indiana,140
NEW CARLISLE,Indiana,570
NEW CARLISLE,Indiana,1800
ROLLING PRAIRIE,Indiana,90
NEW CARLISLE,Indiana,370
MICHIGAN CITY,Indiana,95
SUMMITVILLE,Indiana,44
ELWOOD,Indiana,469
INDIANAPOLIS,Indiana,230
INDIANAPOLIS,Indiana,471
INDIANAPOLIS,Indiana,75
NAPPANEE,Indiana,60
PLYMOUTH,Indiana,90
PLYMOUTH,Indiana,118
BUNKER HILL,Indiana,350
PERU,Indiana,105
BUNKER HILL,Indiana,2100
CRAWFORDSVILLE,Indiana,200
KNOXVILLE,Indiana,592
CRAWFORDSVILLE,Indiana,1000
MOORESVILLE,Indiana,90
CHURUBUSCO,Indiana,65
ROME CITY,Indiana,90
ALBION,Indiana,127
MARSHALL,Indiana,3010
CHESTERTON,Indiana,400
VALPARAISO,Indiana,200
CROWN POINT,Indiana,33
VALPARAISO,Indiana,40
PORTER,Indiana,50
VALPARAISO,Indiana,40
FRANCESVILLE,Indiana,400
BAINBRIDGE,Indiana,30
PARKER CITY,Indiana,993
RIDGEVILLE,Indiana,238
LYNN,Indiana,163
LYNN,Indiana,25
NEW CASTLE,Indiana,236
MANILLA,Indiana,46
RUSHVILLE,Indiana,274
RUSHVILLE,Indiana,65
NEW CARLISLE,Indiana,80
MISHAWAKA,Indiana,127
NILES,Indiana,30
SOUTH BEND,Indiana,138
OSCEOLA,Indiana,125
GRANGER,Indiana,62
SOUTH BEND,Indiana,30
SOUTH BEND,Indiana,300
SOUTH BEND,Indiana,880
MISHAWAKA,Indiana,982
OSCEOLA,Indiana,48
SHELBYVILLE,Indiana,450
INDIANAPOLIS,Indiana,52
WINAMAC,Indiana,188
NORTH JUDSON,Indiana,340
HAMLET,Indiana,70
FREMONT,Indiana,40
HAMILTON,Indiana,170
ANGOLA,Indiana,765
ANGOLA,Indiana,952
FREMONT,Indiana,215
KNOXVILLE,Indiana,570
FREMONT,Indiana,32
CLARKS HILL,Indiana,100
LAFAYETTE,Indiana,135
LAFAYETTE,Indiana,50
LAFAYETTE,Indiana,40
ROSEDALE,Indiana,399
WABASH,Indiana,500
WABASH,Indiana,475
NORTH MANCHESTER,Indiana,385
COVINGTON,Indiana,361
RICHMOND,Indiana,704
FOUNTAIN CITY,Indiana,684
PONETO,Indiana,980
OSSIAN,Indiana,45
BURNETTSVILLE,Indiana,239
COLUMBIA CITY,Indiana,42
COLUMBIA CITY,Indiana,566
DECATUR,Indiana,9900
DURHAM,Indiana,50
MONROEVILLE,Indiana,1400
DURHAM,Indiana,150
ROANOKE,Indiana,118
JONESVILLE,Indiana,35
BOSWELL,Indiana,750
EARL PARK,Indiana,300
INDIANAPOLIS,Indiana,57
JAMESTOWN,Indiana,1000
MONTICELLO,Indiana,159
WANATAH,Indiana,127
ROYAL CENTER,Indiana,861
SELLERSBURG,Indiana,15655
NEW WASHINGTON,Indiana,4315
MULBERRY,Indiana,1252
GREENSBURG,Indiana,12650
ARLINGTON,Indiana,1096
WESTPORT,Indiana,1300
ALBANY,Indiana,2165
GASTON,Indiana,871
FARMINGTON HILLS,Indiana,290
BRISTOL,Indiana,238
BRISTOL,Indiana,1675
PRIEST RIVER,Indiana,84
SOUTHFIELD,Indiana,332
KINGMAN,Indiana,510
WINGATE,Indiana,2299
LAUREL,Indiana,560
OAKLAND CITY,Indiana,2938
KING OF PRUSSIA,Indiana,80
SWAYZEE,Indiana,975
SHERIDAN,Indiana,37
INDIANAPOLIS,Indiana,48978
ANDERSON,Indiana,27
WESTFIELD,Indiana,35
NOBLESVILLE,Indiana,350
ELIZABETH,Indiana,4450
NORTH SALEM,Indiana,504
PLAINFIELD,Indiana,34477
CLAYTON,Indiana,40
NEW CASTLE,Indiana,107
ZIONSVILLE,Indiana,150
INDIANAPOLIS,Indiana,248
OAKFORD,Indiana,25
KOKOMO,Indiana,48
MARKLE,Indiana,1095
DURHAM,Indiana,80
LAFAYETTE,Indiana,47
MADISON,Indiana,15323
NORTH VERNON,Indiana,7812
NORTH VERNON,Indiana,6500
NINEVEH,Indiana,4095
CARLISLE,Indiana,488
FREELANDVILLE,Indiana,1103
SANDBORN,Indiana,449
VINCENNES,Indiana,18701
HAZLETON,Indiana,474
NAPPANEE,Indiana,75
FARMINGTON HILLS,Indiana,192
ELKHART,Indiana,93
MENTONE,Indiana,1001
OJAI,Indiana,113
PIERCETON,Indiana,928
SYRACUSE,Indiana,2810
ENGLEWOOD,Indiana,417
MILFORD,Indiana,30
WINONA LAKE,Indiana,95
CLAYPOOL,Indiana,44
ADA,Indiana,55
LEESBURG,Indiana,62
WARSAW,Indiana,132
PIERCETON,Indiana,39
WARSAW,Indiana,30
LAGRANGE,Indiana,2625
HUDSON,Indiana,46
LAPEER,Indiana,60
LEESBURG,Indiana,67
GREENWOOD,Indiana,11238
CEDAR LAKE,Indiana,950
LAPEER,Indiana,63
ELMHURST,Indiana,34
KINGSBURY,Indiana,240
LACROSSE,Indiana,540
LAPORTE,Indiana,92
CHICAGO,Indiana,315
CROWN POINT,Indiana,90
FRANKTON,Indiana,1800
SPEEDWAY,Indiana,12473
BREMEN,Indiana,4516
PLYMOUTH,Indiana,202
BREMEN,Indiana,32
HUNTINGTON,Indiana,1265
KOKOMO,Indiana,98
GREENFIELD,Indiana,25
FARMINGTON HILLS,Indiana,250
PARAGON,Indiana,663
KENTLAND,Indiana,1735
BROOK,Indiana,140
CROMWELL,Indiana,21
WATERLOO,Indiana,66
ROME CITY,Indiana,94
KIMMELL,Indiana,31
FRENCH LICK,Indiana,3188
HEBRON,Indiana,3724
OREM,Indiana,390
CYNTHIANA,Indiana,699
MOUNT VERNON,Indiana,6426
RUSSELLVILLE,Indiana,380
RIDGEVILLE,Indiana,890
MUNCIE,Indiana,50
SUNMAN,Indiana,1058
GRANGER,Indiana,25
SOUTH BEND,Indiana,115000
MISHAWAKA,Indiana,145
SCOTTSBURG,Indiana,6750
SCOTTSBURG,Indiana,19120
INDIANAPOLIS,Indiana,98
SHELBYVILLE,Indiana,58
NORTH JUDSON,Indiana,1800
ANGOLA,Indiana,8612
ANGOLA,Indiana,30
WATERLOO,Indiana,55
PONTIAC,Indiana,272
ANGOLA,Indiana,27
ANGOLA,Indiana,35
PATRIOT,Indiana,11937
KENTLAND,Indiana,105
LAFAYETTE,Indiana,200
LAFAYETTE,Indiana,90
CHALMERS,Indiana,360
CLINTON,Indiana,4641
HILLSDALE,Indiana,735
PERRYSVILLE,Indiana,470
CLINTON,Indiana,2000
WABASH,Indiana,416
WILLIAMSPORT,Indiana,37
SALEM,Indiana,8200
RICHMOND,Indiana,35
OSSIAN,Indiana,3289
FISHERS,Indiana,45
OJAI,Indiana,50
MONTICELLO,Indiana,25
CROWN POINT,Indiana,48
RICHMOND,Indiana,44
MONTICELLO,Indiana,5300
MONTICELLO,Indiana,390
MONTICELLO,Indiana,25
CHURUBUSCO,Indiana,300
EFFINGHAM,Kansas,500
CEDAR POINT,Kansas,27
ENGLEWOOD,Kansas,54
MILTONVALE,Kansas,444
ATLANTA,Kansas,169
ARKANSAS CITY,Kansas,2500
ARKANSAS CITY,Kansas,11929
OBERLIN,Kansas,1639
SOLOMON,Kansas,993
BELPRE,Kansas,98
HAYS,Kansas,125
HAYS,Kansas,383
KANOPOLIS,Kansas,453
HOLCOMB,Kansas,2228
GARDEN CITY,Kansas,176
MILFORD,Kansas,1005
BOGUE,Kansas,151
TRIBUNE,Kansas,102
COOLIDGE,Kansas,78
ATTICA,Kansas,506
NORTH NEWTON,Kansas,1829
VALLEY FALLS,Kansas,2435
TONGANOXIE,Kansas,110
OAKLEY,Kansas,2026
MARQUETTE,Kansas,596
INMAN,Kansas,1316
GALVA,Kansas,870
CANTON,Kansas,699
VERMILLION,Kansas,78
BEATTIE,Kansas,1228
GLEN ELDER,Kansas,359
ARNOLD,Kansas,40
ALMENA,Kansas,366
NORTON,Kansas,950
CLAYTON,Kansas,46
NATOMA,Kansas,300
PHILLIPSBURG,Kansas,52
EMMETT,Kansas,170
BELVUE,Kansas,190
ONAGA,Kansas,671
ATWOOD,Kansas,1282
HUTCHINSON,Kansas,150
BUHLER,Kansas,1315
HUTCHINSON,Kansas,75
TIMKEN,Kansas,39
MCCRACKEN,Kansas,150
SCOTT CITY,Kansas,3748
HOXIE,Kansas,1218
GAYLORD,Kansas,83
KENSINGTON,Kansas,401
ARGONIA,Kansas,455
REXFORD,Kansas,198
WESKAN,Kansas,165
SHARON SPRINGS,Kansas,744
GREAT BEND,Kansas,58
ULYSSES,Kansas,197
LOST SPRINGS,Kansas,181
GYPSUM,Kansas,700
KEVIL,Kentucky,1782
OWINGSVILLE,Kentucky,2307
PINEVILLE,Kentucky,275
JACKSON,Kentucky,4704
DES PERES,Kentucky,208
MURRAY,Kentucky,74
ARLINGTON,Kentucky,301
SEDAILIA,Kentucky,250
LIBERTY,Kentucky,2302
BURKESVILLE,Kentucky,7099
BROWNSVILLE,Kentucky,17848
SPARTA,Kentucky,5860
MAYFIELD,Kentucky,371
COLUMBUS,Kentucky,300
SALYERSVILLE,Kentucky,3029
TOMPKINSVILLE,Kentucky,2404
EWING,Kentucky,4262
SHELBYVILLE,Kentucky,23760
FRANKLIN,Kentucky,15150
KINDER,Louisiana,8106
OBERLIN,Louisiana,3030
COUSHATTA,Louisiana,2850
HINESTON,Louisiana,1089
GILBERT,Louisiana,900
RAYVILLE,Louisiana,45
ST. MARTINVILLE,Louisiana,3000
ARNAUDVILLE,Louisiana,4446
BREAUX BRIDGE,Louisiana,460
BREAUX BRIDGE,Louisiana,75
BREAUX BRIDGE,Louisiana,90
ST. MARTINVILLE,Louisiana,150
NEW IBERIA,Louisiana,25
ALEXANDRIA,Louisiana,3000
ADDIS,Louisiana,85
ASHFIELD,Massachusetts,400
BECKET,Massachusetts,175
BERNARDSTON,Massachusetts,1462
BRIMFIELD,Massachusetts,327
BUCKLAND,Massachusetts,550
CHARLEMONT,Massachusetts,36
CHESTER,Massachusetts,750
CHESTERFIELD,Massachusetts,189
COLRAIN,Massachusetts,125
SOUTH DEERFIELD,Massachusetts,261
CUMMINGTON,Massachusetts,302
CUMMINGTON,Massachusetts,102
BRENTWOOD,Massachusetts,250
DALTON,Massachusetts,6330
SOUTH DEERFIELD,Massachusetts,3800
DEERFIELD,Massachusetts,350
ERVING,Massachusetts,561
TURNERS FALLS,Massachusetts,155
GOSHEN,Massachusetts,25
GRANBY,Massachusetts,870
GREAT BARRINGTON,Massachusetts,4375
GREAT BARRINGTON,Massachusetts,1391
STOCKBRIDGE,Massachusetts,1700
GREENFIELD,Massachusetts,17645
HADLEY,Massachusetts,4979
WILBRAHAM,Massachusetts,270
HAMPDEN,Massachusetts,65
HATFIELD,Massachusetts,3065
PITTSFIELD,Massachusetts,30
HINSDALE,Massachusetts,1800
HINSDALE,Massachusetts,74
LEE,Massachusetts,43
LEVERETT,Massachusetts,217
MONTAGUE,Massachusetts,450
EASTHAMPTON,Massachusetts,65
BONDSVILLE,Massachusetts,1429
THREE RIVERS,Massachusetts,3258
PETERSHAM,Massachusetts,80
NEEDHAM,Massachusetts,40
SHELBURNE,Massachusetts,33
SOUTHWICK,Massachusetts,7663
SOUTHWICK,Massachusetts,200
SUNDERLAND,Massachusetts,3100
SPRING VALLEY,Massachusetts,500
SUNDERLAND,Massachusetts,88
NORWICH,Massachusetts,80
WARREN,Massachusetts,158
WESTFIELD,Massachusetts,42000
WESTFIELD,Massachusetts,90
SOUTH DEERFIELD,Massachusetts,900
WILLIAMSTOWN,Massachusetts,200
ACTON,Massachusetts,75
ASHBURNHAM,Massachusetts,3680
FITCHBURG,Massachusetts,125
PEPPERELL,Massachusetts,237
AUBURN,Massachusetts,12255
